"","from","to","from_id","to_id","freq","from_lat","from_long","to_lat","to_long"
"986","Bellevue Ave & E Pine St","Eastlake Ave E & E Allison St","CH-12","EL-05",32,47.615456,-122.326729,47.64909,-122.322983
"987","Dexter Ave N & Aloha St","Occidental Park / Occidental Ave S & S Washington St","SLU-02","PS-04",32,47.627735,-122.342232,47.600757,-122.332946
"988","E Harrison St & Broadway Ave E","City Hall / 4th Ave & James St","CH-02","CBD-07",32,47.622063,-122.321251,47.603509,-122.330409
"989","E Pine St & 16th Ave","Dexter Ave N & Aloha St","CH-07","SLU-02",32,47.61533,-122.311752,47.627735,-122.342232
"990","Frye Art Museum / Terry Ave & Columbia St","12th Ave & E Mercer St","FH-01","CH-15",32,47.607281,-122.324783,47.624142,-122.316811
"991","Harvard Ave & E Pine St","1st Ave & Marion St","CH-09","CBD-05",32,47.615517,-122.322083,47.604058,-122.3358
"992","Key Arena / 1st Ave N & Harrison St","Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St","SLU-19","EL-01",32,47.622277,-122.35523,47.627643,-122.332576
"993","PATH / 9th Ave & Westlake Ave","Seattle Aquarium / Alaskan Way S & Elliott Bay Trail","SLU-07","WF-04",32,47.61832,-122.338913,47.607702,-122.34165
"994","Pine St & 9th Ave","King Street Station Plaza / 2nd Ave Extension S & S Jackson St","SLU-16","PS-05",32,47.613715,-122.331777,47.598994,-122.329684
"995","REI / Yale Ave N & John St","Bellevue Ave & E Pine St","SLU-01","CH-12",32,47.619859,-122.330304,47.615456,-122.326729
"996","REI / Yale Ave N & John St","Summit Ave & E Denny Way","SLU-01","CH-01",32,47.619859,-122.330304,47.618633,-122.325249
"997","Summit Ave & E Denny Way","Key Arena / 1st Ave N & Harrison St","CH-01","SLU-19",32,47.618633,-122.325249,47.622277,-122.35523
"998","UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd","Lake Union Park / Valley St & Boren Ave N","UW-10","SLU-17",32,47.650725,-122.311188,47.626041,-122.335831
"999","UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd","NE 47th St & 12th Ave NE","UW-10","UD-07",32,47.650725,-122.311188,47.663143,-122.315086
"1000","12th Ave & E Denny Way","King Street Station Plaza / 2nd Ave Extension S & S Jackson St","CH-06","PS-05",31,47.618549,-122.317017,47.598994,-122.329684
